"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"1","1","Surrak and Goreclaw","mom","Near Mint","English","","","2025-10-29 13:08:06.133000","337","False","False",""
"1","1","Surrak Dragonclaw","dmc","Near Mint","English","","","2025-10-29 13:08:06.133000","169","False","False",""
"2","2","Surrak, Elusive Hunter","tdm","Near Mint","English","","","2025-10-29 13:08:06.133000","161","False","False",""
"1","1","Surrounded by Orcs","ltr","Near Mint","English","","","2025-10-29 13:08:06.133000","73","False","False",""
"1","1","Surtr, Fiery Jötun","acr","Near Mint","English","","","2025-10-29 13:08:06.133000","293","False","False",""
"2","2","Surveillance Monitor","mkm","Near Mint","English","","","2025-10-29 13:08:06.133000","73","False","False",""
"4","4","Survey Mechan","eoe","Near Mint","English","","","2025-10-29 13:08:06.133000","245","False","False",""
"5","5","Survivor of Korlis","bro","Near Mint","English","","","2025-10-29 13:08:06.133000","28","False","False",""
"1","1","Survivor's Med Kit","pip","Near Mint","English","","","2025-10-29 13:08:06.133000","144","False","False",""
"1","1","Susan Foreman","who","Near Mint","English","","","2025-10-29 13:08:06.133000","110","False","False",""
"1","1","Suspicious Detonation","mkm","Near Mint","English","foil","","2025-10-29 13:08:06.133000","145","False","False",""
"6","6","Suspicious Detonation","mkm","Near Mint","English","","","2025-10-29 13:08:06.133000","145","False","False",""
"1","1","Suspicious Shambler","fdn","Near Mint","English","","","2025-10-29 13:08:06.133000","527","False","False",""
"1","1","Suspicious Stowaway // Seafaring Werewolf","mid","Near Mint","English","","","2025-10-29 13:08:06.133000","288","False","False",""
"1","1","Susur Secundi, Void Altar","eoe","Near Mint","English","foil","","2025-10-29 13:08:06.133000","259","False","False",""
"2","2","Susur Secundi, Void Altar","eoe","Near Mint","English","","","2025-10-29 13:08:06.133000","259","False","False",""
"1","1","Susur Secundi, Void Altar","eoe","Near Mint","English","","","2025-10-29 13:08:06.133000","284","False","False",""
"4","4","Susurian Dirgecraft","eoe","Near Mint","English","","","2025-10-29 13:08:06.133000","117","False","False",""
"2","2","Susurian Dirgecraft","eoe","Near Mint","English","foil","","2025-10-29 13:08:06.133000","117","False","False",""
"5","5","Susurian Voidborn","eoe","Near Mint","English","","","2025-10-29 13:08:06.133000","118","False","False",""
"2","2","Susurian Voidborn","eoe","Near Mint","English","foil","","2025-10-29 13:08:06.133000","118","False","False",""
"1","1","Sutina, Speaker of the Tajuru","j25","Near Mint","English","","","2025-10-29 13:08:06.133000","56","False","False",""
"1","1","Svyelun of Sea and Sky","lcc","Near Mint","English","","","2025-10-29 13:08:06.133000","175","False","False",""
"1","1","Swab Goblin","fdn","Near Mint","English","","","2025-10-29 13:08:06.133000","548","False","False",""
"1","1","Swallowed by Leviathan","fin","Near Mint","English","foil","","2025-10-31 15:04:33.080000","79","False","False",""
"4","4","Swallowed by Leviathan","fin","Near Mint","English","","","2025-10-29 13:08:06.133000","79","False","False",""
"3","3","Swamp","unf","Near Mint","English","","","2025-10-29 13:08:06.133000","237","False","False",""
"4","4","Swamp","otj","Near Mint","English","","","2025-10-29 13:08:06.133000","281","False","False",""
"1","1","Swamp","inr","Near Mint","English","foil","","2025-10-29 13:08:06.133000","292","False","False",""
"1","1","Swamp","inr","Near Mint","English","foil","","2025-10-29 13:08:06.133000","292","False","False",""
"3","3","Swamp","scd","Near Mint","English","","","2025-10-29 13:08:06.133000","344","False","False",""
"7","7","Swamp","fin","Near Mint","English","foil","","2025-10-29 13:08:06.133000","574","False","False",""
"1","1","Swamp","unf","Near Mint","English","","","2025-10-29 13:08:06.133000","242","False","False",""
"3","3","Swamp","ltr","Near Mint","English","","","2025-10-29 13:08:06.133000","266","False","False",""
"4","4","Swamp","scd","Near Mint","English","","","2025-10-29 13:08:06.133000","341","False","False",""
"1","1","Swamp","neo","Near Mint","English","","","2025-10-29 13:08:06.133000","298","False","False",""
"1","1","Swamp","dsk","Near Mint","English","","","2025-10-29 13:08:06.133000","281","False","False",""
"1","1","Swamp","brc","Near Mint","English","","","2025-10-29 13:08:06.133000","33","False","False",""
"4","4","Swamp","scd","Near Mint","English","","","2025-10-29 13:08:06.133000","343","False","False",""
"1","1","Swamp","dsk","Near Mint","English","foil","","2025-10-29 13:08:06.133000","281","False","False",""
"5","5","Swamp","dsk","Near Mint","English","","","2025-10-29 13:08:06.133000","281","False","False",""
"1","1","Swamp","dft","Near Mint","English","foil","","2025-10-29 13:08:06.133000","509","False","False",""
"1","1","Swamp","dsk","Near Mint","English","foil","","2025-10-29 13:08:06.133000","282","False","False",""
"1","1","Swamp","dsk","Near Mint","English","foil","","2025-10-29 13:08:06.133000","282","False","False",""
"2","2","Swamp","mkm","Near Mint","English","foil","","2025-10-29 13:08:06.133000","274","False","False",""
"12","12","Swamp","fin","Near Mint","English","","","2025-10-29 13:08:06.133000","300","False","False",""
"1","1","Swamp","neo","Near Mint","English","","","2025-10-29 13:08:06.133000","297","False","False",""
"1","1","Swamp","brc","Near Mint","English","","","2025-10-29 13:08:06.133000","33","False","False",""
"1","1","Swamp","brc","Near Mint","English","","","2025-10-29 13:08:06.133000","34","False","False",""
"1","1","Swamp","dtk","Near Mint","English","","","2025-10-29 13:08:06.133000","258","False","False",""
"3","3","Swamp","one","Near Mint","English","","","2025-10-29 13:08:06.133000","264","False","False",""
"3","3","Swamp","ltr","Near Mint","English","","","2025-10-29 13:08:06.133000","266","False","False",""
"1","1","Swamp","one","Near Mint","English","","","2025-10-29 13:08:06.133000","269","False","False",""
"1","1","Swamp","ltr","Near Mint","English","foil","","2025-10-29 13:08:06.133000","266","False","False",""
"2","2","Swamp","dsk","Near Mint","English","","","2025-10-29 13:08:06.133000","282","False","False",""
"2","2","Swamp","eoe","Near Mint","English","foil","","2025-10-29 13:08:06.133000","369","False","False",""
"4","4","Swamp","scd","Near Mint","English","","","2025-10-29 13:08:06.133000","342","False","False",""
"3","3","Swamp","ltr","Near Mint","English","","","2025-10-29 13:08:06.133000","267","False","False",""
"4","4","Swamp","scd","Near Mint","English","","","2025-10-29 13:08:06.133000","343","False","False",""
"1","1","Swamp","dft","Near Mint","English","","","2025-10-29 13:08:06.133000","283","False","False",""
"4","4","Swamp","scd","Near Mint","English","","","2025-10-29 13:08:06.133000","342","False","False",""
"5","5","Swamp","lci","Near Mint","English","","","2025-10-29 13:08:06.133000","397","False","False",""
"4","4","Swamp","lci","Near Mint","English","","","2025-10-29 13:08:06.133000","398","False","False",""
"1","1","Swamp","m14","Near Mint","English","","","2025-10-29 13:08:06.133000","241","False","False",""
"1","1","Swamp","tdm","Near Mint","English","foil","","2025-10-29 13:08:06.133000","281","False","False",""
"1","1","Swamp","tdm","Near Mint","English","","","2025-10-29 13:08:06.133000","274","False","False",""
"1","1","Swamp","fdn","Near Mint","English","foil","","2025-10-29 13:08:06.133000","287","False","False",""
"1","1","Swamp","tdm","Near Mint","English","foil","","2025-10-29 13:08:06.133000","281","False","False",""
"1","1","Swamp","tdm","Near Mint","English","","","2025-10-29 13:08:06.133000","274","False","False",""
"1","1","Swamp","fdn","Near Mint","English","foil","","2025-10-29 13:08:06.133000","287","False","False",""
"1","1","Swamp","mom","Near Mint","English","foil","","2025-10-29 13:08:06.133000","279","False","False",""
"1","1","Swamp","m14","Near Mint","English","","","2025-10-29 13:08:06.133000","240","False","False",""
"1","1","Swamp","tdm","Near Mint","English","foil","","2025-10-29 13:08:06.133000","274","False","False",""
"1","1","Swamp","mom","Near Mint","English","foil","","2025-10-29 13:08:06.133000","279","False","False",""
"3","3","Swamp","mom","Near Mint","English","","","2025-10-29 13:08:06.133000","279","False","False",""
"2","2","Swamp","mkm","Near Mint","English","","","2025-10-29 13:08:06.133000","281","False","False",""
"1","1","Swamp","fdn","Near Mint","English","","","2025-10-29 13:08:06.133000","287","False","False",""
"2","2","Swamp","mom","Near Mint","English","","","2025-12-15 09:26:47.763000","287","False","False",""
"1","1","Swamp","fdn","Near Mint","English","","","2025-10-29 13:08:06.133000","286","False","False",""
"1","1","Swamp","tdm","Near Mint","English","","","2025-10-29 13:08:06.133000","289","False","False",""
"2","2","Swamp","mkm","Near Mint","English","","","2025-10-29 13:08:06.133000","274","False","False",""
"1","1","Swamp","ltr","Near Mint","English","","","2025-10-29 13:08:06.133000","277","False","False",""
"2","2","Swamp","mkm","Near Mint","English","","","2025-10-29 13:08:06.133000","274","False","False",""
"1","1","Swamp","fdn","Near Mint","English","foil","","2025-10-29 13:08:06.133000","286","False","False",""
"1","1","Swamp","tdm","Near Mint","English","foil","","2025-10-29 13:08:06.133000","282","False","False",""
"1","1","Swamp","blb","Near Mint","English","","","2025-10-29 13:08:06.133000","273","False","False",""
"1","1","Swamp","ltr","Near Mint","English","","","2025-10-29 13:08:06.133000","276","False","False",""
"1","1","Swamp","mom","Near Mint","English","","","2025-10-29 13:08:06.133000","286","False","False",""
"2","2","Swamp","mkm","Near Mint","English","foil","","2025-10-29 13:08:06.133000","274","False","False",""
"1","1","Swamp","fdn","Near Mint","English","foil","","2025-10-29 13:08:06.133000","286","False","False",""
"1","1","Swamp","ltr","Near Mint","English","","","2025-10-29 13:08:06.133000","277","False","False",""
"4","4","Swamp","tdm","Near Mint","English","","","2025-10-29 13:08:06.133000","282","False","False",""
"2","2","Swamp","tdm","Near Mint","English","","","2025-10-29 13:08:06.133000","282","False","False",""
"4","4","Swamp","fdn","Near Mint","English","","","2025-10-29 13:08:06.133000","276","False","False",""
"2","2","Swamp","mkm","Near Mint","English","","","2025-10-29 13:08:06.133000","282","False","False",""
"4","4","Swamp","fdn","Near Mint","English","","","2025-10-29 13:08:06.133000","276","False","False",""
"1","1","Swamp","fdn","Near Mint","English","foil","","2025-10-29 13:08:06.133000","276","False","False",""
"27","27","Swamp","j25","Near Mint","English","","","2025-10-29 13:08:06.133000","87","False","False",""
"5","5","Swamp","mom","Near Mint","English","","","2025-10-29 13:08:06.133000","279","False","False",""
"18","18","Swamp","j25","Near Mint","English","","","2025-10-29 13:08:06.133000","88","False","False",""
"1","1","Swamp","ltr","Near Mint","English","foil","","2025-10-29 13:08:06.133000","276","False","False",""
"1","1","Swamp","ltr","Near Mint","English","","","2025-10-29 13:08:06.133000","276","False","False",""
"18","18","Swamp","j25","Near Mint","English","","","2025-10-29 13:08:06.133000","89","False","False",""
"1","1","Swamp","ltr","Near Mint","English","foil","","2025-10-29 13:08:06.133000","276","False","False",""
"3","3","Swamp","inr","Near Mint","English","","","2025-10-29 13:08:06.133000","292","False","False",""
"1","1","Swamp","dft","Near Mint","English","foil","","2025-10-29 13:08:06.133000","274","False","False",""
"5","5","Swamp","eoe","Near Mint","English","foil","","2025-10-29 13:08:06.133000","264","False","False",""
"2","2","Swamp","inr","Near Mint","English","foil","","2025-10-29 13:08:06.133000","293","False","False",""
"1","1","Swamp","mh3","Near Mint","English","foil","","2025-10-29 13:08:06.133000","315","False","False",""
"2","2","Swamp","mkm","Near Mint","English","","","2025-10-29 13:08:06.133000","282","False","False",""
"2","2","Swamp","inr","Near Mint","English","foil","","2025-10-29 13:08:06.133000","293","False","False",""
"1","1","Swamp","mid","Near Mint","English","","","2025-10-29 13:08:06.133000","273","False","False",""
"2","2","Swamp","inr","Near Mint","English","","","2025-10-29 13:08:06.133000","293","False","False",""
"1","1","Swamp","dft","Near Mint","English","","","2025-10-29 13:08:06.133000","274","False","False",""
"1","1","Swamp","brc","Near Mint","English","","","2025-10-29 13:08:06.133000","34","False","False",""
"1","1","Swamp","mid","Near Mint","English","","","2025-10-29 13:08:06.133000","272","False","False",""
"1","1","Swamp","dft","Near Mint","English","","","2025-10-29 13:08:06.133000","274","False","False",""
"4","4","Swamp","fin","Near Mint","English","foil","","2025-10-29 13:08:06.133000","302","False","False",""
"1","1","Swamp","dft","Near Mint","English","foil","","2025-10-29 13:08:06.133000","285","False","False",""
"2","2","Swamp","fin","Near Mint","English","foil","","2025-10-29 13:08:06.133000","301","False","False",""
"1","1","Swamp","mkm","Near Mint","English","foil","","2025-10-29 13:08:06.133000","282","False","False",""
"2","2","Swamp","iko","Near Mint","English","","","2025-10-30 18:13:34.467000","266","False","False",""
"3","3","Swamp","fin","Near Mint","English","foil","","2025-10-29 13:08:06.133000","300","False","False",""
"1","1","Swamp","dft","Near Mint","English","foil","","2025-10-29 13:08:06.133000","285","False","False",""
"4","4","Swamp","lci","Near Mint","English","","","2025-10-29 13:08:06.133000","289","False","False",""
"1","1","Swamp","dft","Near Mint","English","","","2025-10-29 13:08:06.133000","285","False","False",""
"1","1","Swamp","mkm","Near Mint","English","foil","","2025-10-29 13:08:06.133000","282","False","False",""
"1","1","Swamp","vow","Near Mint","English","foil","","2025-10-29 13:08:06.133000","273","False","False",""
"1","1","Swamp","vow","Near Mint","English","","","2025-10-29 13:08:06.133000","272","False","False",""
"1","1","Swamp","otj","Near Mint","English","foil","","2025-10-29 13:08:06.133000","282","False","False",""
"1","1","Swamp","mkm","Near Mint","English","foil","","2025-10-29 13:08:06.133000","281","False","False",""
"2","2","Swamp","dft","Near Mint","English","foil","","2025-10-29 13:08:06.133000","284","False","False",""
"2","2","Swamp","pip","Near Mint","English","","","2025-10-29 13:08:06.133000","322","False","False",""
"3","3","Swamp","dft","Near Mint","English","","","2025-10-29 13:08:06.133000","284","False","False",""
"1","1","Swamp","mkm","Near Mint","English","foil","","2025-10-29 13:08:06.133000","281","False","False",""
"3","3","Swamp","mh3","Near Mint","English","","","2025-10-29 13:08:06.133000","314","False","False",""
"2","2","Swamp","mkm","Near Mint","English","","","2025-10-29 13:08:06.133000","281","False","False",""
"4","4","Swamp","scd","Near Mint","English","","","2025-10-29 13:08:06.133000","341","False","False",""
"3","3","Swamp","scd","Near Mint","English","","","2025-10-29 13:08:06.133000","344","False","False",""
"1","1","Swamp","blb","Near Mint","English","","","2025-10-29 13:08:06.133000","270","False","False",""
"3","3","Swamp","dft","Near Mint","English","","","2025-10-29 13:08:06.133000","284","False","False",""
"1","1","Swamp","blb","Near Mint","English","","","2025-10-29 13:08:06.133000","271","False","False",""
"1","1","Swamp","thb","Near Mint","English","","","2025-10-29 13:08:06.133000","283","False","False",""
"1","1","Swamp","blb","Near Mint","English","","","2025-10-29 13:08:06.133000","272","False","False",""
"1","1","Swamp","mom","Near Mint","English","","","2025-10-29 13:08:06.133000","287","False","False",""
"2","2","Swamp","mom","Near Mint","English","","","2025-12-15 09:26:42.623000","286","False","False",""
"1","1","Swamp","dft","Near Mint","English","foil","","2025-10-29 13:08:06.133000","283","False","False",""
"2","2","Swamp","pip","Near Mint","English","","","2025-10-29 13:08:06.133000","321","False","False",""
"3","3","Swamp","m12","Near Mint","English","","","2025-10-29 13:08:06.133000","238","False","False",""
"1","1","Swamp","dft","Near Mint","English","foil","","2025-10-29 13:08:06.133000","283","False","False",""
"11","11","Swamp","tdm","Near Mint","English","","","2025-10-29 13:08:06.133000","281","False","False",""
"3","3","Swamp","dmu","Near Mint","English","","","2025-10-29 13:08:06.133000","268","False","False",""
"1","1","Swamp","mh3","Near Mint","English","foil","","2025-10-29 13:08:06.133000","315","False","False",""
"1","1","Swamp","mh3","Near Mint","English","","","2025-10-29 13:08:06.133000","315","False","False",""
"2","2","Swamp","tla","Near Mint","English","foil","","2025-11-21 16:44:45.973000","289","False","False",""
"1","1","Swamp","m21","Near Mint","English","","","2025-10-29 13:08:06.133000","311","False","False",""
"1","1","Swamp","spm","Near Mint","English","foil","","2025-10-29 13:08:06.133000","191","False","False",""
"1","1","Swamp","afr","Near Mint","English","","","2025-10-29 13:08:06.133000","270","False","False",""
"1","1","Swamp","m19","Near Mint","English","","","2025-10-29 13:08:06.133000","270","False","False",""
"1","1","Swamp","vow","Near Mint","English","foil","","2025-10-29 13:08:06.133000","272","False","False",""
"1","1","Swamp","mh3","Near Mint","English","","","2025-10-29 13:08:06.133000","315","False","False",""
"3","3","Swamp","mh3","Near Mint","English","","","2025-10-29 13:08:06.133000","314","False","False",""
"1","1","Swamp","mh3","Near Mint","English","foil","","2025-10-29 13:08:06.133000","314","False","False",""
"1","1","Swamp","mh3","Near Mint","English","foil","","2025-10-29 13:08:06.133000","314","False","False",""
"1","1","Swamp","dmu","Near Mint","English","","","2025-10-29 13:08:06.133000","269","False","False",""
"2","2","Swamp","dft","Near Mint","English","foil","","2025-10-29 13:08:06.133000","284","False","False",""
"2","2","Swamp","dmu","Near Mint","English","","","2025-10-29 13:08:06.133000","270","False","False",""
"1","1","Swamp","acr","Near Mint","English","foil","","2025-10-29 13:08:06.133000","106","False","False",""
"1","1","Swamp","afr","Near Mint","English","","","2025-10-29 13:08:06.133000","272","False","False",""
"1","1","Swamp","kld","Near Mint","English","","","2025-10-29 13:08:06.133000","256","False","False",""
"4","4","Swamp","tla","Near Mint","English","foil","","2025-11-21 16:44:18.433000","284","False","False",""
"1","1","Swamp","kld","Near Mint","English","","","2025-10-29 13:08:06.133000","258","False","False",""
"1","1","Swamp","kld","Near Mint","English","","","2025-10-29 13:08:06.133000","256","False","False",""
"1","1","Swamp","kld","Near Mint","English","","","2025-10-29 13:08:06.133000","258","False","False",""
"1","1","Swamp","kld","Near Mint","English","","","2025-10-29 13:08:06.133000","257","False","False",""
"1","1","Swamp","otj","Near Mint","English","foil","","2025-10-29 13:08:06.133000","282","False","False",""
"1","1","Swamp","m21","Near Mint","English","foil","","2025-10-29 13:08:06.133000","267","False","False",""
"2","2","Swamp","otj","Near Mint","English","","","2025-10-29 13:08:06.133000","282","False","False",""
"1","1","Swamp","kld","Near Mint","English","","","2025-10-29 13:08:06.133000","257","False","False",""
"2","2","Swamp","otj","Near Mint","English","","","2025-10-29 13:08:06.133000","282","False","False",""
"8","8","Swamp","eoe","Near Mint","English","","","2025-10-29 13:08:06.133000","271","False","False",""
"9","9","Swamp","eoe","Near Mint","English","","","2025-10-29 13:08:06.133000","272","False","False",""
"2","2","Swamp","lci","Near Mint","English","","","2025-10-29 13:08:06.133000","289","False","False",""
"1","1","Swamp","otj","Near Mint","English","foil","","2025-10-29 13:08:06.133000","281","False","False",""
"1","1","Swamp","otj","Near Mint","English","foil","","2025-10-29 13:08:06.133000","281","False","False",""
"3","3","Swamp","otj","Near Mint","English","","","2025-10-29 13:08:06.133000","281","False","False",""
"2","2","Swamp","spm","Near Mint","English","","","2025-10-29 13:08:06.133000","196","False","False",""
"1","1","Swamp","vow","Near Mint","English","foil","","2025-10-29 13:08:06.133000","272","False","False",""
"1","1","Swamp","vow","Near Mint","English","","","2025-10-29 13:08:06.133000","272","False","False",""
"1","1","Swamp","vow","Near Mint","English","","","2025-10-29 13:08:06.133000","273","False","False",""
"1","1","Swamp","vow","Near Mint","English","","","2025-10-29 13:08:06.133000","273","False","False",""
"1","1","Swamp","vow","Near Mint","English","foil","","2025-10-29 13:08:06.133000","273","False","False",""
"4","4","Swamp","eoe","Near Mint","English","","","2025-10-29 13:08:06.133000","264","False","False",""
"1","1","Swamp","mh3","Near Mint","English","foil","","2025-10-29 13:08:06.133000","306","False","False",""
"1","1","Swamp","who","Near Mint","English","","","2025-10-29 13:08:06.133000","200","False","False",""
"1","1","Swamp","dtk","Near Mint","English","","","2025-10-29 13:08:06.133000","258","False","False",""
"1","1","Swamp","unf","Near Mint","English","","","2025-10-29 13:08:06.133000","242","False","False",""
"1","1","Swamp","m14","Near Mint","English","","","2025-10-29 13:08:06.133000","241","False","False",""
"3","3","Swamp","unf","Near Mint","English","","","2025-10-29 13:08:06.133000","237","False","False",""
"1","1","Swamp","m20","Near Mint","English","","","2025-10-29 13:08:06.133000","271","False","False",""
"1","1","Swamp","dsk","Near Mint","English","foil","","2025-10-29 13:08:06.133000","274","False","False",""
"2","2","Swamp","snc","Near Mint","English","","","2025-10-29 13:08:06.133000","267","False","False",""
"1","1","Swamp","dft","Near Mint","English","foil","","2025-10-29 13:08:06.133000","274","False","False",""
"1","1","Swamp","dsk","Near Mint","English","","","2025-10-29 13:08:06.133000","274","False","False",""
"2","2","Swamp","dsk","Near Mint","English","","","2025-10-29 13:08:06.133000","274","False","False",""
"1","1","Swamp","dft","Near Mint","English","foil","","2025-10-29 13:08:06.133000","509","False","False",""
"1","1","Swamp","afr","Near Mint","English","","","2025-10-29 13:08:06.133000","273","False","False",""
"2","2","Swamp","rix","Near Mint","English","","","2025-10-29 13:08:06.133000","194","False","False",""
"2","2","Swamp","woe","Near Mint","English","","","2025-10-29 13:08:06.133000","272","False","False",""
"1","1","Swamp","woe","Near Mint","English","","","2025-10-29 13:08:06.133000","271","False","False",""
"1","1","Swamp","afr","Near Mint","English","","","2025-10-29 13:08:06.133000","270","False","False",""
"1","1","Swamp","dft","Near Mint","English","","","2025-10-29 13:08:06.133000","285","False","False",""
"2","2","Swamp","ecl","Near Mint","English","foil","","2026-02-09 17:13:56.650000","276","False","False",""
"5","5","Swamp","ecl","Near Mint","English","","","2026-02-09 17:14:37.220000","271","False","False",""
"2","2","Swamp","inr","Near Mint","English","","","2025-10-29 13:08:06.133000","293","False","False",""
"12","12","Swamp","ecl","Near Mint","English","","","2026-02-09 17:14:18.913000","281","False","False",""
"2","2","Swamp","stx","Near Mint","English","","","2025-10-29 13:08:06.133000","370","False","False",""
"2","2","Swamp","stx","Near Mint","English","","","2025-10-29 13:08:06.133000","371","False","False",""
"3","3","Swamp","inr","Near Mint","English","","","2025-10-29 13:08:06.133000","292","False","False",""
"5","5","Swamp","acr","Near Mint","English","","","2025-10-29 13:08:06.133000","304","False","False",""
"1","1","Swamp","xln","Near Mint","English","","","2025-10-29 13:08:06.133000","270","False","False",""
"2","2","Swamp","xln","Near Mint","English","","","2025-10-29 13:08:06.133000","271","False","False",""
"1","1","Swamp","afr","Near Mint","English","","","2025-10-29 13:08:06.133000","272","False","False",""
"1","1","Swamp","acr","Near Mint","English","foil","","2025-10-29 13:08:06.133000","105","False","False",""
"1","1","Swamp","blb","Near Mint","English","","","2025-10-29 13:08:06.133000","272","False","False",""
"1","1","Swamp","acr","Near Mint","English","foil","","2025-10-29 13:08:06.133000","105","False","False",""
"2","2","Swamp","rix","Near Mint","English","","","2025-10-29 13:08:06.133000","194","False","False",""
"1","1","Swamp","acr","Near Mint","English","","","2025-10-29 13:08:06.133000","105","False","False",""
"1","1","Swamp","mid","Near Mint","English","","","2025-10-29 13:08:06.133000","273","False","False",""
"1","1","Swamp","mid","Near Mint","English","","","2025-10-29 13:08:06.133000","272","False","False",""
"1","1","Swamp","m21","Near Mint","English","foil","","2025-10-29 13:08:06.133000","268","False","False",""
"1","1","Swamp","m19","Near Mint","English","","","2025-10-29 13:08:06.133000","270","False","False",""
"30","30","Swamp","tla","Near Mint","English","","","2026-01-08 22:04:47.893000","284","False","False",""
"2","2","Swamp","woe","Near Mint","English","","","2025-10-29 13:08:06.133000","264","False","False",""
"1","1","Swamp","otj","Near Mint","English","","","2025-10-29 13:08:06.133000","274","False","False",""
"2","2","Swamp","snc","Near Mint","English","","","2025-10-29 13:08:06.133000","266","False","False",""
"2","2","Swamp","acr","Near Mint","English","","","2025-10-29 13:08:06.133000","106","False","False",""
"1","1","Swamp","blb","Near Mint","English","","","2025-10-29 13:08:06.133000","273","False","False",""
"2","2","Swamp","acr","Near Mint","English","","","2025-10-29 13:08:06.133000","106","False","False",""
"1","1","Swamp","snc","Near Mint","English","","","2025-10-29 13:08:06.133000","277","False","False",""
"3","3","Swamp","acr","Near Mint","English","foil","","2025-10-29 13:08:06.133000","106","False","False",""
"1","1","Swamp","dmu","Near Mint","English","","","2025-10-29 13:08:06.133000","279","False","False",""
"1","1","Swamp","snc","Near Mint","English","","","2025-10-29 13:08:06.133000","276","False","False",""
"7","7","Swamp","tla","Near Mint","English","","","2026-01-08 22:00:48.240000","289","False","False",""
"2","2","Swamp","spm","Near Mint","English","","","2025-10-29 13:08:06.133000","191","False","False",""
"1","1","Swamp","m21","Near Mint","English","foil","","2025-10-29 13:08:06.133000","266","False","False",""
"1","1","Swamp","afr","Near Mint","English","","","2025-10-29 13:08:06.133000","273","False","False",""
"2","2","Swamp","spm","Near Mint","English","foil","","2025-10-29 13:08:06.133000","196","False","False",""
"1","1","Swamp","m20","Near Mint","English","","","2025-10-29 13:08:06.133000","271","False","False",""
"1","1","Swamp","m21","Near Mint","English","foil","","2025-10-29 13:08:06.133000","268","False","False",""
"1","1","Swamp","m21","Near Mint","English","foil","","2025-10-29 13:08:06.133000","266","False","False",""
"1","1","Swamp","tdm","Near Mint","English","","","2025-10-29 13:08:06.133000","289","False","False",""
"1","1","Swamp","m21","Near Mint","English","foil","","2025-10-29 13:08:06.133000","267","False","False",""
"1","1","Swamp","blb","Near Mint","English","","","2025-10-29 13:08:06.133000","271","False","False",""
"5","5","Swamp","acr","Near Mint","English","","","2025-10-29 13:08:06.133000","304","False","False",""
"1","1","Swamp","blb","Near Mint","English","","","2025-10-29 13:08:06.133000","270","False","False",""
"2","2","Swamp","pip","Near Mint","English","","","2025-10-29 13:08:06.133000","322","False","False",""
"1","1","Swamp","otj","Near Mint","English","","","2025-10-29 13:08:06.133000","274","False","False",""
"1","1","Swamp","otj","Near Mint","English","foil","","2025-10-29 13:08:06.133000","274","False","False",""
"1","1","Swamp","otj","Near Mint","English","foil","","2025-10-29 13:08:06.133000","274","False","False",""
"27","27","Swamp","j25","Near Mint","English","","","2025-10-29 13:08:06.133000","87","False","False",""
"3","3","Swamp","ltr","Near Mint","English","","","2025-10-29 13:08:06.133000","267","False","False",""
"18","18","Swamp","j25","Near Mint","English","","","2025-10-29 13:08:06.133000","88","False","False",""
"1","1","Swamp","ltr","Near Mint","English","foil","","2025-10-29 13:08:06.133000","266","False","False",""
"1","1","Swamp","snc","Near Mint","English","","","2025-10-29 13:08:06.133000","276","False","False",""
"1","1","Swamp","fdn","Near Mint","English","","","2025-10-29 13:08:06.133000","286","False","False",""
"2","2","Swamp","pip","Near Mint","English","","","2025-10-29 13:08:06.133000","321","False","False",""
"1","1","Swamp","snc","Near Mint","English","","","2025-10-29 13:08:06.133000","277","False","False",""
"2","2","Swamp","snc","Near Mint","English","","","2025-10-29 13:08:06.133000","266","False","False",""
"1","1","Swamp","fdn","Near Mint","English","","","2025-10-29 13:08:06.133000","287","False","False",""
"2","2","Swamp","eoe","Near Mint","English","foil","","2025-10-29 13:08:06.133000","271","False","False",""
"2","2","Swamp","ecl","Near Mint","English","","","2026-02-09 17:14:03.067000","276","False","False",""
"3","3","Swamp","eoe","Near Mint","English","foil","","2025-10-29 13:08:06.133000","272","False","False",""
"2","2","Swamp","snc","Near Mint","English","","","2025-10-29 13:08:06.133000","267","False","False",""
"2","2","Swamp","ecl","Near Mint","English","foil","","2026-02-09 17:14:31.493000","271","False","False",""
"1","1","Swamp","ecl","Near Mint","English","foil","","2026-02-09 17:14:11.630000","281","False","False",""
"1","1","Swamp","tdm","Near Mint","English","foil","","2025-10-29 13:08:06.133000","282","False","False",""
"3","3","Swamp","tdm","Near Mint","English","","","2025-10-29 13:08:06.133000","281","False","False",""
"1","1","Swamp","mh3","Near Mint","English","foil","","2025-10-29 13:08:06.133000","306","False","False",""
"1","1","Swamp","mh3","Near Mint","English","","","2025-10-29 13:08:06.133000","306","False","False",""
"1","1","Swamp","dsk","Near Mint","English","foil","","2025-10-29 13:08:06.133000","281","False","False",""
"1","1","Swamp","mh3","Near Mint","English","","","2025-10-29 13:08:06.133000","306","False","False",""
"1","1","Swamp","blb","Near Mint","English","foil","","2025-10-29 13:08:06.133000","270","False","False",""
"1","1","Swamp","neo","Near Mint","English","","","2025-10-29 13:08:06.133000","288","False","False",""
"1","1","Swamp","blb","Near Mint","English","foil","","2025-10-29 13:08:06.133000","270","False","False",""
"1","1","Swamp","dsk","Near Mint","English","foil","","2025-10-29 13:08:06.133000","274","False","False",""
